year_quarter,fold,ticker,sector,industry,fundamental_score,valuation_score,momentum_score,bear_score,sentiment_score,final_score,prediction,confidence,selected,rank,selection_reason,portfolio_weight,actual_return,alpha_real,beat_benchmark
2025Q4,2025Q4,IRM,Real Estate,Real Estate,0.427,0.583,0.54,0.36,0.412,0.282,Underperform,Moderate,False,348,below_threshold,,,,
2025Q4,2025Q4,TYL,Technology,Technology,0.58,0.525,0.567,0.387,0.461,0.282,Underperform,Moderate,False,349,below_threshold,,,,
2025Q4,2025Q4,RTX,Industrials,Aerospace & Defense,0.52,0.421,0.426,0.446,0.464,0.28,Underperform,Moderate,False,350,below_threshold,,,,
2025Q4,2025Q4,F,Consumer Discretionary,Automobiles,0.684,0.512,0.387,0.568,0.515,0.277,Underperform,Moderate,False,351,below_threshold,,,,
2025Q4,2025Q4,NRG,Utilities,Utilities,0.536,0.468,0.431,0.519,0.453,0.276,Underperform,Moderate,False,352,below_threshold,,,,
2025Q4,2025Q4,DDOG,Technology,Technology,0.68,0.494,0.441,0.535,0.485,0.271,Underperform,Moderate,False,353,below_threshold,,,,
2025Q4,2025Q4,TECH,Life Sciences Tools & Services,Life Sciences Tools & Services,0.728,0.533,0.495,0.449,0.471,0.271,Underperform,Moderate,False,354,below_threshold,,,,
2025Q4,2025Q4,NI,Utilities,Utilities,0.545,0.382,0.422,0.408,0.454,0.27,Underperform,Moderate,False,355,below_threshold,,,,
2025Q4,2025Q4,CVNA,Consumer Discretionary,Retail,0.578,0.577,0.404,0.477,0.426,0.27,Underperform,Moderate,False,356,below_threshold,,,,
2025Q4,2025Q4,WEC,Utilities,Utilities,0.495,0.548,0.464,0.434,0.477,0.268,Underperform,Moderate,False,357,below_threshold,,,,
2025Q4,2025Q4,MTB,Banking,Banking,0.635,0.553,0.398,0.553,0.43,0.267,Underperform,Moderate,False,359,below_threshold,,,,
2025Q4,2025Q4,UBER,Road & Rail,Road & Rail,0.574,0.586,0.403,0.517,0.486,0.267,Underperform,Moderate,False,358,below_threshold,,,,
2025Q4,2025Q4,AEE,Utilities,Utilities,0.609,0.506,0.456,0.446,0.444,0.262,Underperform,Moderate,False,360,below_threshold,,,,
2025Q4,2025Q4,DVA,Health Care,Health Care,0.566,0.519,0.571,0.443,0.447,0.261,Underperform,Moderate,False,361,below_threshold,,,,
2025Q4,2025Q4,GNRC,Electrical Equipment,Electrical Equipment,0.582,0.495,0.492,0.431,0.493,0.26,Underperform,Moderate,False,362,below_threshold,,,,
2025Q4,2025Q4,PLTR,Technology,Technology,0.615,0.651,0.395,0.512,0.537,0.26,Underperform,Moderate,False,363,below_threshold,,,,
2025Q4,2025Q4,WFC,Banking,Banking,0.595,0.336,0.408,0.647,0.523,0.258,Underperform,Moderate,False,364,below_threshold,,,,
2025Q4,2025Q4,BKR,Energy,Energy,0.636,0.392,0.392,0.538,0.448,0.251,Underperform,Moderate,False,365,below_threshold,,,,
2025Q4,2025Q4,TER,Technology,Semiconductors,0.488,0.482,0.369,0.56,0.526,0.249,Underperform,High,False,366,below_threshold,,,,
2025Q4,2025Q4,EQT,Energy,Energy,0.461,0.579,0.367,0.519,0.511,0.244,Underperform,High,False,367,below_threshold,,,,
2025Q4,2025Q4,STLD,Metals & Mining,Metals & Mining,0.555,0.531,0.434,0.428,0.444,0.243,Underperform,High,False,368,below_threshold,,,,
2025Q4,2025Q4,INTC,Technology,Semiconductors,0.706,0.701,0.425,0.42,0.505,0.242,Underperform,High,False,370,below_threshold,,,,
2025Q4,2025Q4,MAR,"Hotels, Restaurants & Leisure","Hotels, Restaurants & Leisure",0.7,0.415,0.504,0.346,0.453,0.242,Underperform,High,False,369,below_threshold,,,,
2025Q4,2025Q4,STX,Technology,Technology,0.546,0.504,0.4,0.49,0.545,0.24,Underperform,High,False,371,below_threshold,,,,
2025Q4,2025Q4,COR,Health Care,Health Care,0.674,0.557,0.43,0.347,0.47,0.237,Underperform,High,False,372,below_threshold,,,,
2025Q4,2025Q4,WBD,Communication Services,Media,0.649,0.513,0.58,0.443,0.44,0.236,Underperform,High,False,373,below_threshold,,,,
2025Q4,2025Q4,CRL,Life Sciences Tools & Services,Life Sciences Tools & Services,0.672,0.342,0.447,0.455,0.551,0.235,Underperform,High,False,374,below_threshold,,,,
2025Q4,2025Q4,WRB,Financials,Insurance,0.608,0.407,0.391,0.455,0.45,0.234,Underperform,High,False,375,below_threshold,,,,
2025Q4,2025Q4,COF,Financials,Financial Services,0.67,0.419,0.403,0.533,0.461,0.232,Underperform,High,False,376,below_threshold,,,,
2025Q4,2025Q4,EW,Health Care,Health Care,0.535,0.53,0.545,0.465,0.476,0.23,Underperform,High,False,377,below_threshold,,,,
2025Q4,2025Q4,CAH,Health Care,Health Care,0.585,0.347,0.492,0.549,0.539,0.228,Underperform,High,False,378,below_threshold,,,,
2025Q4,2025Q4,NUE,Metals & Mining,Metals & Mining,0.534,0.673,0.394,0.463,0.486,0.225,Underperform,High,False,379,below_threshold,,,,
2025Q4,2025Q4,GD,Industrials,Aerospace & Defense,0.557,0.422,0.432,0.388,0.443,0.222,Underperform,High,False,380,below_threshold,,,,
2025Q4,2025Q4,GL,Financials,Insurance,0.598,0.431,0.418,0.41,0.405,0.221,Underperform,High,False,381,below_threshold,,,,
2025Q4,2025Q4,VLO,Energy,Energy,0.584,0.594,0.461,0.521,0.414,0.22,Underperform,High,False,382,below_threshold,,,,
2025Q4,2025Q4,PODD,Health Care,Health Care,0.581,0.57,0.402,0.544,0.539,0.219,Underperform,High,False,383,below_threshold,,,,
2025Q4,2025Q4,BX,Financials,Financial Services,0.569,0.477,0.454,0.526,0.472,0.216,Underperform,High,False,384,below_threshold,,,,
2025Q4,2025Q4,FITB,Banking,Banking,0.641,0.419,0.413,0.361,0.418,0.214,Underperform,High,False,385,below_threshold,,,,
2025Q4,2025Q4,KEYS,Electrical Equipment,Electrical Equipment,0.688,0.499,0.419,0.362,0.436,0.213,Underperform,High,False,386,below_threshold,,,,
2025Q4,2025Q4,PNC,Banking,Banking,0.612,0.536,0.409,0.55,0.443,0.213,Underperform,High,False,387,below_threshold,,,,
2025Q4,2025Q4,ANET,Communications,Communications,0.483,0.376,0.427,0.366,0.482,0.212,Underperform,High,False,388,below_threshold,,,,
2025Q4,2025Q4,CBOE,Financials,Financial Services,0.649,0.536,0.356,0.365,0.451,0.211,Underperform,High,False,389,below_threshold,,,,
2025Q4,2025Q4,SBAC,Real Estate,Real Estate,0.481,0.457,0.464,0.344,0.403,0.21,Underperform,High,False,390,below_threshold,,,,
2025Q4,2025Q4,NTRS,Financials,Financial Services,0.645,0.573,0.414,0.365,0.419,0.209,Underperform,High,False,391,below_threshold,,,,
2025Q4,2025Q4,MU,Technology,Semiconductors,0.665,0.453,0.521,0.379,0.503,0.208,Underperform,High,False,392,below_threshold,,,,
2025Q4,2025Q4,REG,Real Estate,Real Estate,0.643,0.391,0.478,0.378,0.433,0.207,Underperform,High,False,393,below_threshold,,,,
2025Q4,2025Q4,MDT,Health Care,Health Care,0.594,0.64,0.417,0.335,0.445,0.207,Underperform,High,False,394,below_threshold,,,,
2025Q4,2025Q4,IDXX,Health Care,Health Care,0.526,0.531,0.401,0.454,0.477,0.207,Underperform,High,False,395,below_threshold,,,,
2025Q4,2025Q4,KLAC,Technology,Semiconductors,0.538,0.504,0.402,0.438,0.484,0.207,Underperform,High,False,396,below_threshold,,,,
2025Q4,2025Q4,FSLR,Technology,Semiconductors,0.579,0.478,0.475,0.469,0.526,0.206,Underperform,High,False,397,below_threshold,,,,
2025Q4,2025Q4,CME,Financials,Financial Services,0.451,0.473,0.522,0.354,0.481,0.206,Underperform,High,False,398,below_threshold,,,,
2025Q4,2025Q4,NSC,Road & Rail,Road & Rail,0.545,0.427,0.478,0.381,0.463,0.206,Underperform,High,False,399,below_threshold,,,,
2025Q4,2025Q4,BA,Industrials,Aerospace & Defense,0.472,0.422,0.452,0.43,0.468,0.204,Underperform,High,False,400,below_threshold,,,,
2025Q4,2025Q4,EME,Construction,Construction,0.692,0.407,0.407,0.444,0.515,0.202,Underperform,High,False,401,below_threshold,,,,
2025Q4,2025Q4,GWW,Trading Companies & Distributors,Trading Companies & Distributors,0.57,0.515,0.558,0.387,0.453,0.202,Underperform,High,False,402,below_threshold,,,,
2025Q4,2025Q4,MPWR,Technology,Semiconductors,0.542,0.696,0.413,0.462,0.488,0.201,Underperform,High,False,403,below_threshold,,,,
2025Q4,2025Q4,EXR,Real Estate,Real Estate,0.561,0.394,0.446,0.388,0.439,0.2,Underperform,High,False,404,below_threshold,,,,
2025Q4,2025Q4,CAT,Machinery,Machinery,0.594,0.502,0.351,0.467,0.454,0.2,Underperform,High,False,405,below_threshold,,,,
2025Q4,2025Q4,TSLA,Consumer Discretionary,Automobiles,0.64,0.401,0.405,0.5,0.436,0.196,Underperform,High,False,406,below_threshold,,,,
2025Q4,2025Q4,UDR,Real Estate,Real Estate,0.589,0.397,0.462,0.36,0.47,0.195,Underperform,High,False,407,below_threshold,,,,
2025Q4,2025Q4,QCOM,Technology,Semiconductors,0.535,0.448,0.385,0.438,0.512,0.194,Underperform,High,False,408,below_threshold,,,,
2025Q4,2025Q4,VRSN,Technology,Technology,0.558,0.373,0.407,0.345,0.499,0.193,Underperform,High,False,409,below_threshold,,,,
2025Q4,2025Q4,RJF,Financials,Financial Services,0.628,0.568,0.399,0.575,0.453,0.192,Underperform,High,False,410,below_threshold,,,,
2025Q4,2025Q4,EQIX,Real Estate,Real Estate,0.618,0.369,0.471,0.353,0.437,0.191,Underperform,High,False,411,below_threshold,,,,
2025Q4,2025Q4,PWR,Construction,Construction,0.522,0.515,0.452,0.488,0.469,0.188,Underperform,High,False,412,below_threshold,,,,
2025Q4,2025Q4,EVRG,Utilities,Utilities,0.531,0.475,0.451,0.433,0.411,0.181,Underperform,High,False,413,below_threshold,,,,
2025Q4,2025Q4,NVDA,Technology,Semiconductors,0.44,0.217,0.413,0.473,0.513,0.18,Underperform,High,False,414,below_threshold,,,,
2025Q4,2025Q4,CBRE,Real Estate,Real Estate,0.595,0.405,0.389,0.563,0.469,0.18,Underperform,High,False,415,below_threshold,,,,
2025Q4,2025Q4,NFLX,Communication Services,Media,0.538,0.45,0.373,0.435,0.398,0.179,Underperform,High,False,417,below_threshold,,,,
2025Q4,2025Q4,TTWO,Communication Services,Media,0.657,0.402,0.442,0.505,0.445,0.179,Underperform,High,False,416,below_threshold,,,,
2025Q4,2025Q4,MS,Financials,Financial Services,0.658,0.427,0.419,0.536,0.522,0.178,Underperform,High,False,418,below_threshold,,,,
2025Q4,2025Q4,PKG,Packaging,Packaging,0.534,0.386,0.387,0.399,0.459,0.176,Underperform,High,False,419,below_threshold,,,,
2025Q4,2025Q4,T,Telecommunication,Telecommunication,0.581,0.369,0.403,0.358,0.457,0.174,Underperform,High,False,420,below_threshold,,,,
2025Q4,2025Q4,PANW,Technology,Technology,0.578,0.479,0.431,0.539,0.532,0.17,Underperform,High,False,421,below_threshold,,,,
2025Q4,2025Q4,MCK,Health Care,Health Care,0.615,0.578,0.388,0.552,0.476,0.17,Underperform,High,False,422,below_threshold,,,,
2025Q4,2025Q4,IBKR,Financials,Financial Services,0.658,0.379,0.385,0.434,0.457,0.168,Underperform,High,False,424,below_threshold,,,,
2025Q4,2025Q4,TDG,Industrials,Aerospace & Defense,0.519,0.422,0.454,0.497,0.47,0.168,Underperform,High,False,423,below_threshold,,,,
2025Q4,2025Q4,O,Real Estate,Real Estate,0.602,0.545,0.455,0.338,0.405,0.166,Underperform,High,False,425,below_threshold,,,,
2025Q4,2025Q4,DHI,Consumer products,Consumer products,0.574,0.554,0.403,0.47,0.443,0.165,Underperform,High,False,426,below_threshold,,,,
2025Q4,2025Q4,SYF,Financials,Financial Services,0.658,0.39,0.418,0.536,0.468,0.16,Underperform,High,False,427,below_threshold,,,,
2025Q4,2025Q4,HCA,Health Care,Health Care,0.605,0.598,0.338,0.393,0.51,0.158,Underperform,High,False,428,below_threshold,,,,
2025Q4,2025Q4,RMD,Health Care,Health Care,0.557,0.497,0.415,0.344,0.432,0.156,Underperform,High,False,429,below_threshold,,,,
2025Q4,2025Q4,TMO,Life Sciences Tools & Services,Life Sciences Tools & Services,0.557,0.483,0.529,0.465,0.483,0.156,Underperform,High,False,430,below_threshold,,,,
2025Q4,2025Q4,GOOGL,Communication Services,Media,0.515,0.4,0.327,0.533,0.45,0.156,Underperform,High,False,431,below_threshold,,,,
2025Q4,2025Q4,VST,Utilities,Utilities,0.537,0.436,0.384,0.439,0.435,0.155,Underperform,High,False,432,below_threshold,,,,
2025Q4,2025Q4,RL,"Textiles, Apparel & Luxury Goods","Textiles, Apparel & Luxury Goods",0.569,0.336,0.424,0.503,0.517,0.154,Underperform,High,False,433,below_threshold,,,,
2025Q4,2025Q4,NVR,Consumer products,Consumer products,0.595,0.57,0.402,0.383,0.413,0.154,Underperform,High,False,434,below_threshold,,,,
2025Q4,2025Q4,INTU,Technology,Technology,0.639,0.525,0.443,0.443,0.473,0.153,Underperform,High,False,435,below_threshold,,,,
2025Q4,2025Q4,AMD,Technology,Semiconductors,0.535,0.528,0.392,0.44,0.476,0.152,Underperform,High,False,436,below_threshold,,,,
2025Q4,2025Q4,HWM,Industrials,Aerospace & Defense,0.477,0.421,0.431,0.496,0.487,0.151,Underperform,High,False,437,below_threshold,,,,
2025Q4,2025Q4,DGX,Health Care,Health Care,0.558,0.494,0.34,0.359,0.429,0.151,Underperform,High,False,438,below_threshold,,,,
2025Q4,2025Q4,GE,Industrials,Aerospace & Defense,0.575,0.505,0.396,0.452,0.465,0.148,Underperform,High,False,439,below_threshold,,,,
2025Q4,2025Q4,CRWD,Technology,Technology,0.632,0.589,0.471,0.537,0.49,0.144,Underperform,High,False,440,below_threshold,,,,
2025Q4,2025Q4,MSFT,Technology,Technology,0.413,0.426,0.384,0.537,0.503,0.14,Underperform,High,False,441,below_threshold,,,,
2025Q4,2025Q4,CF,Materials,Chemicals,0.415,0.515,0.406,0.39,0.471,0.136,Underperform,High,False,442,below_threshold,,,,
2025Q4,2025Q4,LRCX,Technology,Semiconductors,0.535,0.249,0.39,0.416,0.466,0.135,Underperform,High,False,443,below_threshold,,,,
2025Q4,2025Q4,CFG,Banking,Banking,0.649,0.55,0.42,0.575,0.464,0.134,Underperform,High,False,444,below_threshold,,,,
2025Q4,2025Q4,UNP,Road & Rail,Road & Rail,0.568,0.449,0.422,0.357,0.465,0.132,Underperform,High,False,445,below_threshold,,,,
2025Q4,2025Q4,ADI,Technology,Semiconductors,0.5,0.438,0.426,0.521,0.462,0.129,Underperform,High,False,446,below_threshold,,,,
2025Q4,2025Q4,AVGO,Technology,Semiconductors,0.518,0.424,0.366,0.391,0.522,0.125,Underperform,High,False,447,below_threshold,,,,
2025Q4,2025Q4,AXP,Financials,Financial Services,0.658,0.547,0.442,0.436,0.496,0.122,Underperform,High,False,448,below_threshold,,,,
2025Q4,2025Q4,ROST,Consumer Discretionary,Retail,0.564,0.563,0.414,0.491,0.45,0.115,Underperform,High,False,449,below_threshold,,,,
2025Q4,2025Q4,ORLY,Consumer Discretionary,Retail,0.546,0.483,0.384,0.49,0.448,0.11,Underperform,High,False,450,below_threshold,,,,
2025Q4,2025Q4,ULTA,Consumer Discretionary,Retail,0.547,0.499,0.398,0.459,0.473,0.109,Underperform,High,False,451,below_threshold,,,,
2025Q4,2025Q4,COST,Consumer Discretionary,Retail,0.556,0.486,0.441,0.482,0.459,0.104,Underperform,High,False,452,below_threshold,,,,
2025Q4,2025Q4,KR,Consumer Discretionary,Retail,0.671,0.402,0.4,0.421,0.477,0.099,Underperform,High,False,453,below_threshold,,,,
2025Q4,2025Q4,SCHW,Financials,Financial Services,0.583,0.546,0.39,0.374,0.42,0.094,Underperform,High,False,454,below_threshold,,,,
2025Q4,2025Q4,DLR,Real Estate,Real Estate,0.518,0.456,0.526,0.393,0.427,0.085,Underperform,High,False,455,below_threshold,,,,
